600797,浙大网新,ZDWX,ss
600798,宁波海运,NBHY,ss
600800,天津磁卡,TJCK,ss
600801,华新水泥,HXSN,ss
600802,福建水泥,FJSN,ss
600803,新奥股份,XAGF,ss
600804,鹏博士,PBS,ss
600805,悦达投资,YDTZ,ss
600806,昆明机床,KMJC,ss
600807,天业股份,TYGF,ss
600808,马钢股份,MGGF,ss
600809,山西汾酒,SXFJ,ss
600810,神马股份,SMGF,ss
600811,东方集团,DFJT,ss
600812,华北制药,HBZY,ss
600814,杭州解百,HZJB,ss
600815,厦工股份,XGGF,ss
600816,安信信托,AXXT,ss
600817,ST宏盛,STHS,ss
600818,中路股份,ZLGF,ss
600819,耀皮玻璃,YPBL,ss
600820,隧道股份,SDGF,ss
600821,津劝业,JQY,ss
600822,上海物贸,SHWM,ss
600823,世茂股份,SMGF,ss
600824,益民集团,YMJT,ss
600825,新华传媒,XHCM,ss
600826,兰生股份,LSGF,ss
600827,百联股份,BLGF,ss
600828,成商集团,CSJT,ss
600829,人民同泰,RMTT,ss
600830,香溢融通,XYRT,ss
600831,广电网络,GDWL,ss
600833,第一医药,DYYY,ss
600834,申通地铁,STDT,ss
600835,上海机电,SHJD,ss
600836,界龙实业,JLSY,ss
600837,海通证券,HTZQ,ss
600838,上海九百,SHJB,ss
600839,四川长虹,SCCH,ss
600841,上柴股份,SCGF,ss
600843,上工申贝,SGSB,ss
600844,丹化科技,DHKJ,ss
600845,宝信软件,BXRJ,ss
600846,同济科技,TJKJ,ss
600847,万里股份,WLGF,ss
600848,上海临港,SHLG,ss
600850,华东电脑,HDDN,ss
600851,海欣股份,HXGF,ss
600853,龙建股份,LJGF,ss
600854,春兰股份,CLGF,ss
600855,航天长峰,HTCF,ss
600856,中天能源,ZTNY,ss
600857,宁波中百,NBZB,ss
600858,银座股份,YZGF,ss
600859,王府井,WFJ,ss
600860,京城股份,JCGF,ss
600861,北京城乡,BJCX,ss
600862,南通科技,NTKJ,ss
600863,内蒙华电,NMHD,ss
600864,哈投股份,HTGF,ss
600865,百大集团,BDJT,ss
600866,星湖科技,XHKJ,ss
600867,通化东宝,THDB,ss
600868,梅雁吉祥,MYJX,ss
600869,智慧能源,ZHNY,ss
600870,*ST厦华,*STXH,ss
600871,石化油服,SHYF,ss
600872,中炬高新,ZJGX,ss
600873,梅花生物,MHSW,ss
600874,创业环保,CYHB,ss
600875,东方电气,DFDQ,ss
600876,洛阳玻璃,LYBL,ss
600877,中国嘉陵,ZGJL,ss
600879,航天电子,HTDZ,ss
600880,博瑞传播,BRCB,ss
600881,亚泰集团,YTJT,ss
600882,华联矿业,HLKY,ss
600883,博闻科技,BWKJ,ss
600884,杉杉股份,SSGF,ss
600885,宏发股份,HFGF,ss
600886,国投电力,GTDL,ss
600887,伊利股份,YLGF,ss
600888,新疆众和,XJZH,ss
600889,南京化纤,NJHX,ss
600890,中房股份,ZFGF,ss
600891,秋林集团,QLJT,ss
600892,宝诚股份,BCGF,ss
600893,中航动力,ZHDL,ss
600894,广日股份,GRGF,ss
600895,张江高科,ZJGK,ss
600896,中海海盛,ZHHS,ss
600897,厦门空港,XMKG,ss
600898,三联商社,SLSS,ss
600900,长江电力,CJDL,ss
600917,重庆燃气,CQRQ,ss
600958,东方证券,DFZQ,ss
600959,江苏有线,JSYX,ss
600960,渤海活塞,BHHS,ss
600961,株冶集团,ZYJT,ss
600962,*ST中鲁,*STZL,ss
600963,岳阳林纸,YYLZ,ss
600965,福成五丰,FCWF,ss
600966,博汇纸业,BHZY,ss
600967,北方创业,BFCY,ss
600969,郴电国际,CDGJ,ss
600970,中材国际,ZCGJ,ss
600971,恒源煤电,HYMD,ss
600973,宝胜股份,BSGF,ss
600975,新五丰,XWF,ss
600976,健民集团,JMJT,ss
600978,宜华木业,YHMY,ss
600979,广安爱众,GAAZ,ss
600980,北矿磁材,BKCC,ss
600981,汇鸿集团,HHJT,ss
600982,宁波热电,NBRD,ss
600983,惠而浦,HEP,ss
600984,*ST建机,*STJJ,ss
600985,雷鸣科化,LMKH,ss
600986,科达股份,KDGF,ss
600987,航民股份,HMGF,ss
600988,赤峰黄金,CFHJ,ss
600990,四创电子,SCDZ,ss
600992,贵绳股份,GSGF,ss
600993,马应龙,MYL,ss
600995,文山电力,WSDL,ss
600997,开滦股份,KLGF,ss
600998,九州通,JZT,ss
600999,招商证券,ZSZQ,ss
601000,唐山港,TSG,ss
601001,大同煤业,DTMY,ss
601002,晋亿实业,JYSY,ss
601003,柳钢股份,LGGF,ss
601005,重庆钢铁,CQGT,ss
601006,大秦铁路,DQTL,ss
601007,金陵饭店,JLFD,ss
601008,连云港,LYG,ss
601009,南京银行,NJYH,ss
601010,文峰股份,WFGF,ss
601011,宝泰隆,BTL,ss
601012,隆基股份,LJGF,ss
601015,陕西黑猫,SXHM,ss
601016,节能风电,JNFD,ss
601018,宁波港,NBG,ss
601020,华钰矿业,HYKY,ss
601021,春秋航空,CQHK,ss
601028,玉龙股份,YLGF,ss
601038,一拖股份,YTGF,ss
